Tietuetunnus,Ajopäivämäärä,Postinumero,Postinumeron nimi suomeksi,Postinumeron nimi ruotsiksi,Postinumeron nimen lyhenne suomeksi,Postinumeron nimen lyhenne ruotsiksi,Voimaantulopäivämäärä,Tyyppikoodi,Hallinnollisen alueen koodi ,Hallinnollisen alueen nimi suomeksi,Hallinnollisen alueen ruotsiksi,Kunnan koodi,Kunnan nimi suomeksi,Kunnan nimi ruotsiksi,Kunnan kielisuhdekoodi
PONOT,20200622,00811,HELSINKI,HELSINGFORS,,,19881101,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200622,02410,KIRKKONUMMI,KYRKSLÄTT,KIRKKONMM,,19881001,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,257,Kirkkonummi,Kyrkslätt,2
PONOT,20200622,02611,ESPOO,ESBO,,,19881101,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,049,Espoo,Esbo,2
PONOT,20200622,27170,EURAJOKI,EURAJOKI,,,19860101,1,FI196,Satakunta,Satakunda,051,Eurajoki,Euraåminne,1
PONOT,20200622,31490,TERTTILÄ,TERTTILÄ,,,19860101,1,FI1C1,Varsinais-Suomi,Egentliga Finland,761,Somero,Somero,1
PONOT,20200622,31760,URJALA,URJALA,,,19970901,1,FI197,Pirkanmaa,Birkaland,887,Urjala,Urjala,1
PONOT,20200622,34740,KORO,KORO,,,19860101,1,FI197,Pirkanmaa,Birkaland,936,Virrat,Virdois,1
PONOT,20200622,69730,TUNKKARI,TUNKKARI,,,19860101,1,FI1D5,Keski-Pohjanmaa,Mellersta Österbotten,924,Veteli,Vetil,1
PONOT,20200622,73460,MUURUVESI,MUURUVESI,,,19890101,1,FI1D2,Pohjois-Savo,Norra Savolax,297,Kuopio,Kuopio,1
PONOT,20200622,92350,REVONLAHTI,REVONLAHTI,,,20000306,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,748,Siikajoki,Siikajoki,1
PONOT,20200622,92920,AHOKYLÄ,AHOKYLÄ,,,19860101,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,630,Pyhäntä,Pyhäntä,1
PONOT,20200622,95950,KIHLANKI,KIHLANKI,,,19860101,1,FI1D7,Lappi,Lappland,498,Muonio,Muonio,1
PONOT,20200622,98995,HAUTAJÄRVI,HAUTAJÄRVI,,,19971027,1,FI1D7,Lappi,Lappland,732,Salla,Salla,1
PONOT,20200622,99270,HORMAKUMPU,HORMAKUMPU,,,19860101,1,FI1D7,Lappi,Lappland,261,Kittilä,Kittilä,1
PONOT,20200622,00120,HELSINKI,HELSINGFORS,HKI,HFORS,19980409,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200622,00930,HELSINKI,HELSINGFORS,HKI,HFORS,19970327,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200622,21120,RAISIO,RAISIO,,,19881101,1,FI1C1,Varsinais-Suomi,Egentliga Finland,680,Raisio,Reso,1
PONOT,20200622,27670,MANNILA,MANNILA,,,19860101,1,FI196,Satakunta,Satakunda,050,Eura,Eura,1
PONOT,20200622,32210,LOIMAA,LOIMAA,,,20050101,1,FI1C1,Varsinais-Suomi,Egentliga Finland,430,Loimaa,Loimaa,1
PONOT,20200622,35420,TALVIAINEN,TALVIAINEN,,,19860101,1,FI197,Pirkanmaa,Birkaland,562,Orivesi,Orivesi,1
PONOT,20200622,39160,JULKUJÄRVI,JULKUJÄRVI,,,20000401,1,FI197,Pirkanmaa,Birkaland,980,Ylöjärvi,Ylöjärvi,1
PONOT,20200622,54250,RAPATTILA,RAPATTILA,,,19860101,1,FI1C5,Etelä-Karjala,Södra Karelen,405,Lappeenranta,Villmanstrand,1
PONOT,20200622,59810,SUURIKYLÄ,SUURIKYLÄ,,,19880101,1,FI1D3,Pohjois-Karjala,Norra Karelen,260,Kitee,Kitee,1
PONOT,20200622,60640,ISOKOSKI,ISOKOSKI,,,19880506,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,743,Seinäjoki,Seinäjoki,1
PONOT,20200622,63250,RANTALA,RANTALA,,,19860101,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,300,Kuortane,Kuortane,1
PONOT,20200622,78610,VARKAUS,VARKAUS,VRK,,19870501,1,FI1D2,Pohjois-Savo,Norra Savolax,915,Varkaus,Varkaus,1
PONOT,20200622,82660,UUSI-VÄRTSILÄ,UUSI-VÄRTSILÄ,UUSIVÄRTSILÄ,,19970701,1,FI1D3,Pohjois-Karjala,Norra Karelen,848,Tohmajärvi,Tohmajärvi,1
PONOT,20200622,90900,KIIMINKI,KIIMINKI,,,19860101,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,564,Oulu,Uleåborg,1
PONOT,20200622,00231,HELSINKI,HELSINGFORS,,,19951030,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200622,12950,VOJAKKALA,VOJAKKALA,,,19880101,1,FI1C2,Kanta-Häme,Egentliga Tavastland,433,Loppi,Loppi,1
PONOT,20200622,17630,VESIJAKO,VESIJAKO,,,19860101,1,FI1C3,Päijät-Häme,Päijänne-Tavastland,576,Padasjoki,Padasjoki,1
PONOT,20200622,25710,VRETA,VRETA,,,19861001,1,FI1C1,Varsinais-Suomi,Egentliga Finland,322,Kemiönsaari,Kimitoön,2
PONOT,20200622,42100,JÄMSÄ,JÄMSÄ,,,19860101,1,FI193,Keski-Suomi,Mellersta Finland,182,Jämsä,Jämsä,1
PONOT,20200622,52110,MAJAVESI,MAJAVESI,,,20000501,1,FI1D1,Etelä-Savo,Södra Savolax,491,Mikkeli,S:t Michel,1
PONOT,20200622,63610,TUURI,TUURI,,,19971001,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,010,Alavus,Alavus,1
PONOT,20200622,82915,SONKAJA,SONKAJA,,,19860101,1,FI1D3,Pohjois-Karjala,Norra Karelen,146,Ilomantsi,Ilomants,1
PONOT,20200622,87250,KAJAANI,KAJAANI,,,19870901,1,FI1D4,Kainuu,Kajanaland,205,Kajaani,Kajana,1
PONOT,20200622,88300,PALTAMO,PALTAMO,,,19880822,1,FI1D4,Kainuu,Kajanaland,578,Paltamo,Paltamo,1
PONOT,20200622,91500,MUHOS,MUHOS,,,19881101,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,494,Muhos,Muhos,1
PONOT,20200622,95450,TORNIO,TORNIO,,,19970428,1,FI1D7,Lappi,Lappland,851,Tornio,Torneå,1
PONOT,20200622,01610,VANTAA,VANDA,,,19960624,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,092,Vantaa,Vanda,2
PONOT,20200622,04200,KERAVA,KERAVA,,,19770214,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,245,Kerava,Kervo,1
PONOT,20200622,10300,KARJAA,KARIS,,,19881001,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,710,Raasepori,Raseborg,2
PONOT,20200622,13500,HÄMEENLINNA,HÄMEENLINNA,HML,,19881001,1,FI1C2,Kanta-Häme,Egentliga Tavastland,109,Hämeenlinna,Tavastehus,1
PONOT,20200622,18300,HEINOLA KK,HEINOLA KK,,,19961030,1,FI1C3,Päijät-Häme,Päijänne-Tavastland,111,Heinola,Heinola,1
PONOT,20200622,21501,PIIKKIÖ,PIIKKIÖ,,,19951101,2,FI1C1,Varsinais-Suomi,Egentliga Finland,202,Kaarina,S:t Karins,1
PONOT,20200622,42800,HAAPAMÄKI,HAAPAMÄKI,,,19881101,1,FI193,Keski-Suomi,Mellersta Finland,249,Keuruu,Keuruu,1
PONOT,20200622,47110,LÖYTTY,LÖYTTY,,,19961007,1,FI1C4,Kymenlaakso,Kymmenedalen,286,Kouvola,Kouvola,1
PONOT,20200622,58450,PUNKAHARJU,PUNKAHARJU,,,19961007,1,FI1D1,Etelä-Savo,Södra Savolax,740,Savonlinna,Nyslott,1
PONOT,20200622,62500,EVIJÄRVI,EVIJÄRVI,,,19881101,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,052,Evijärvi,Evijärvi,1
PONOT,20200622,64140,TIUKKA,TJÖCK,,,19971202,1,FI195,Pohjanmaa,Österbotten,287,Kristiinankaupunki,Kristinestad,2
PONOT,20200622,66850,JEPUA,JEPPO,,,19881101,1,FI195,Pohjanmaa,Österbotten,893,Uusikaarlepyy,Nykarleby,2
PONOT,20200622,71160,RIISTAVESI,RIISTAVESI,,,19980504,1,FI1D2,Pohjois-Savo,Norra Savolax,297,Kuopio,Kuopio,1
PONOT,20200622,75700,VALTIMO,VALTIMO,,,19881101,1,FI1D3,Pohjois-Karjala,Norra Karelen,541,Nurmes,Nurmes,1
PONOT,20200622,83500,OUTOKUMPU,OUTOKUMPU,,,19881101,1,FI1D3,Pohjois-Karjala,Norra Karelen,309,Outokumpu,Outokumpu,1
PONOT,20200622,01740,VANTAA,VANDA,,,19881101,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,092,Vantaa,Vanda,2
PONOT,20200622,04401,JÄRVENPÄÄ,JÄRVENPÄÄ,,,19960812,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,186,Järvenpää,Träskända,1
PONOT,20200622,10641,DRAGSVIK,DRAGSVIK,,,20150225,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,710,Raasepori,Raseborg,2
PONOT,20200622,47850,VERLA,VERLA,,,19880101,1,FI1C4,Kymenlaakso,Kymmenedalen,286,Kouvola,Kouvola,1
PONOT,20200622,53104,SMARTPOST,SMARTPOST,,,20180629,6,FI1C5,Etelä-Karjala,Södra Karelen,405,Lappeenranta,Villmanstrand,1
PONOT,20200622,58900,RANTASALMI,RANTASALMI,RANTASLM,,19881101,1,FI1D1,Etelä-Savo,Södra Savolax,681,Rantasalmi,Rantasalmi,1
PONOT,20200622,67600,KOKKOLA,KARLEBY,KLA,KABY,19881101,1,FI1D5,Keski-Pohjanmaa,Mellersta Österbotten,272,Kokkola,Karleby,2
PONOT,20200622,71850,LEPPÄKAARRE,LEPPÄKAARRE,,,19870501,1,FI1D2,Pohjois-Savo,Norra Savolax,749,Siilinjärvi,Siilinjärvi,1
PONOT,20200622,76280,PARTAHARJU,PARTAHARJU,,,19860101,1,FI1D1,Etelä-Savo,Södra Savolax,593,Pieksämäki,Pieksämäki,1
PONOT,20200622,82310,ORAVISALO,ORAVISALO,,,19961202,1,FI1D3,Pohjois-Karjala,Norra Karelen,707,Rääkkylä,Rääkkylä,1
PONOT,20200622,97925,TOLVA,TOLVA,,,19860101,1,FI1D7,Lappi,Lappland,614,Posio,Posio,1
PONOT,20200622,02044,VTT,VTT,VTT,,19940101,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,049,Espoo,Esbo,2
PONOT,20200622,11710,RIIHIMÄKI,RIIHIMÄKI,RMK,,19880428,1,FI1C2,Kanta-Häme,Egentliga Tavastland,694,Riihimäki,Riihimäki,1
PONOT,20200622,16320,PENNALA,PENNALA,,,19860101,1,FI1C3,Päijät-Häme,Päijänne-Tavastland,560,Orimattila,Orimattila,1
PONOT,20200622,29940,KUVASKANGAS,KUVASKANGAS,,,19860101,1,FI196,Satakunta,Satakunda,484,Merikarvia,Sastmola,1
PONOT,20200622,33560,TAMPERE,TAMPERE,TRE,,19860101,1,FI197,Pirkanmaa,Birkaland,837,Tampere,Tammerfors,1
PONOT,20200622,33851,TAMPERE,TAMPERE,TRE,,19950411,2,FI197,Pirkanmaa,Birkaland,837,Tampere,Tammerfors,1
PONOT,20200622,37911,AKAA,AKAA,,,20121228,2,FI197,Pirkanmaa,Birkaland,020,Akaa,Akaa,1
PONOT,20200622,41340,LAUKAA,LAUKAA,,,19881101,1,FI193,Keski-Suomi,Mellersta Finland,410,Laukaa,Laukaa,1
PONOT,20200622,41580,SAUVAMÄKI,SAUVAMÄKI,,,19980201,1,FI193,Keski-Suomi,Mellersta Finland,077,Hankasalmi,Hankasalmi,1
PONOT,20200622,45370,VALKEALA,VALKEALA,,,19881101,1,FI1C4,Kymenlaakso,Kymmenedalen,286,Kouvola,Kouvola,1
PONOT,20200622,62350,EKOLA,EKOLA,,,19880701,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,233,Kauhava,Kauhava,1
PONOT,20200622,66300,JURVA,JURVA,,,19890901,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,301,Kurikka,Kurikka,1
PONOT,20200622,77601,SUONENJOKI,SUONENJOKI,,,19970101,2,FI1D2,Pohjois-Savo,Norra Savolax,778,Suonenjoki,Suonenjoki,1
PONOT,20200622,93225,PÄRJÄNSUO,PÄRJÄNSUO,,,19860101,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,615,Pudasjärvi,Pudasjärvi,1
PONOT,20200622,98400,ISOKYLÄ,ISOKYLÄ,,,19860101,1,FI1D7,Lappi,Lappland,320,Kemijärvi,Kemijärvi,1
PONOT,20200622,01360,VANTAA,VANDA,,,19970519,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,092,Vantaa,Vanda,2
PONOT,20200622,20541,TURKU,ÅBO,,,19951101,2,FI1C1,Varsinais-Suomi,Egentliga Finland,853,Turku,Åbo,2
PONOT,20200622,23210,VEHMAA,VEHMAA,,,19860101,1,FI1C1,Varsinais-Suomi,Egentliga Finland,918,Vehmaa,Vehmaa,1
PONOT,20200622,27910,SÄKYLÄ,SÄKYLÄ,,,20030101,1,FI196,Satakunta,Satakunda,783,Säkylä,Säkylä,1
PONOT,20200622,38460,SASTAMALA,SASTAMALA,,,20090101,1,FI197,Pirkanmaa,Birkaland,790,Sastamala,Sastamala,1
PONOT,20200622,65650,KOSKÖ,KOSKÖ,,,19861001,1,FI195,Pohjanmaa,Österbotten,499,Mustasaari,Korsholm,2
PONOT,20200622,66520,VEIKKAALA,VEIKARS,,,19860101,1,FI195,Pohjanmaa,Österbotten,499,Mustasaari,Korsholm,2
PONOT,20200622,85840,KUONA,KUONA,,,19860101,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,069,Haapajärvi,Haapajärvi,1
PONOT,20200622,90120,OULU,OULU,OU,,19971118,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,564,Oulu,Uleåborg,1
PONOT,20200622,90420,OULU,OULU,OU,,19881101,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,564,Oulu,Uleåborg,1
PONOT,20200622,10160,DEGERBY,DEGERBY,DGB,DGB,19860101,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,149,Inkoo,Ingå,2
PONOT,20200622,20801,TURKU,ÅBO,,,19951101,2,FI1C1,Varsinais-Suomi,Egentliga Finland,853,Turku,Åbo,2
PONOT,20200622,23950,PYHÄRANTA,PYHÄRANTA,,,19961104,1,FI1C1,Varsinais-Suomi,Egentliga Finland,631,Pyhäranta,Pyhäranta,1
PONOT,20200622,28900,PORI,PORI,PR,,20010601,1,FI196,Satakunta,Satakunda,609,Pori,Björneborg,1
PONOT,20200622,32910,KAUVATSA AS,KAUVATSA AS,,,19890201,1,FI196,Satakunta,Satakunda,271,Kokemäki,Kumo,1
PONOT,20200622,56120,SALOSAARI,SALOSAARI,,,19881101,1,FI1C5,Etelä-Karjala,Södra Karelen,700,Ruokolahti,Ruokolahti,1
PONOT,20200622,61450,KYLÄNPÄÄ,KYLÄNPÄÄ,,,19860101,1,FI194,Etelä-Pohjanmaa,Södra Österbotten,743,Seinäjoki,Seinäjoki,1
PONOT,20200622,79850,UUSI-VALAMO,UUSI-VALAMO,,,19960201,1,FI1D1,Etelä-Savo,Södra Savolax,090,Heinävesi,Heinävesi,1
PONOT,20200622,91006,VASTAUSLÄHETYS,SVARSFÖRSÄNDELSE,,,20160929,5,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,564,Oulu,Uleåborg,1
PONOT,20200622,00105,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200622,22111,MARIEHAMN,MARIEHAMN,MH,MH,20080602,2,FI200,Ahvenanmaa,Åland,478,Maarianhamina,Mariehamn,4
PONOT,20200622,00079,METROPOLIA,METROPOLIA,,,20080903,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200622,33870,TAMPERE,TAMPERE,,,20081104,1,FI197,Pirkanmaa,Birkaland,837,Tampere,Tammerfors,1
PONOT,20200622,00220,HELSINKI,HELSINGFORS,HKI,HFORS,20081228,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200622,00540,HELSINKI,HELSINGFORS,HKI,HFORS,20081228,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200622,00590,HELSINKI,HELSINGFORS,HKI,HFORS,20081228,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200622,00890,HELSINKI,HELSINGFORS,HKI,HFORS,20081228,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200622,01840,KLAUKKALA,KLAUKKALA,,,20081228,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,543,Nurmijärvi,Nurmijärvi,1
PONOT,20200622,04410,JÄRVENPÄÄ,JÄRVENPÄÄ,JPÄÄ,,20081228,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,186,Järvenpää,Träskända,1
PONOT,20200622,05810,HYVINKÄÄ,HYVINKÄÄ,HVNK,,20081228,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,106,Hyvinkää,Hyvinge,1
PONOT,20200622,15160,LAHTI,LAHTI,LH,,20081228,1,FI1C3,Päijät-Häme,Päijänne-Tavastland,398,Lahti,Lahtis,1
PONOT,20200622,02480,KIRKKONUMMI,KYRKSLÄTT,,,20081229,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,257,Kirkkonummi,Kyrkslätt,2
PONOT,20200622,02450,SUNDSBERG,SUNDSBERG,,,20081229,1,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,257,Kirkkonummi,Kyrkslätt,2
PONOT,20200622,10611,RAASEPORI,RASEBORG,,,20090101,2,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,710,Raasepori,Raseborg,2
PONOT,20200622,00038,LOGICA,LOGICA,,,20151202,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200622,87788,S-RYHMÄ,S-RYHMÄ,,,20090609,3,FI1D4,Kainuu,Kajanaland,205,Kajaani,Kajana,1
PONOT,20200622,00076,AALTO,AALTO,,,20091105,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200622,90601,OULU,OULU,,,20091201,2,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,564,Oulu,Uleåborg,1
PONOT,20200622,00066,HSY,HSY,HSY,,20091216,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200622,00077,HSL,HSL,,,20091215,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200622,90130,OULU,OULU,OU,,20100218,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,564,Oulu,Uleåborg,1
PONOT,20200622,90410,OULU,OULU,OU,,20100218,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,564,Oulu,Uleåborg,1
PONOT,20200622,90510,OULU,OULU,OU,,20100218,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,564,Oulu,Uleåborg,1
PONOT,20200622,90590,OULU,OULU,OU,,20100218,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,564,Oulu,Uleåborg,1
PONOT,20200622,90620,OULU,OULU,OU,,20100218,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,564,Oulu,Uleåborg,1
PONOT,20200622,90660,OULU,OULU,OU,,20100218,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,564,Oulu,Uleåborg,1
PONOT,20200622,90670,OULU,OULU,OU,,20100218,1,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,564,Oulu,Uleåborg,1
PONOT,20200622,00062,LASKUTUS,LASKUTUS,,,20180113,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200622,70801,KUOPIO,KUOPIO,,,20101015,2,FI1D2,Pohjois-Savo,Norra Savolax,297,Kuopio,Kuopio,1
PONOT,20200622,00070,AMERICAN EXPRESS,AMERICAN EXPRESS,,,20181112,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200622,00232,HELSINKI,HELSINGFORS,HKI,HFORS,20101216,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200622,31006,VASTAUSLÄHETYS,SVARSFÖRSÄNDELSE,,,20160929,5,FI1C2,Kanta-Häme,Egentliga Tavastland,061,Forssa,Forssa,1
PONOT,20200622,71006,VASTAUSLÄHETYS,SVARSFÖRSÄNDELSE,,,20160929,5,FI1D2,Pohjois-Savo,Norra Savolax,297,Kuopio,Kuopio,1
PONOT,20200622,00185,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200622,00425,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200622,00705,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200622,00795,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200622,00905,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200622,01405,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,092,Vantaa,Vanda,2
PONOT,20200622,00985,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200622,01515,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,092,Vantaa,Vanda,2
PONOT,20200622,01605,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,092,Vantaa,Vanda,2
PONOT,20200622,02235,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,049,Espoo,Esbo,2
PONOT,20200622,02405,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,257,Kirkkonummi,Kyrkslätt,2
PONOT,20200622,53550,LAPPEENRANTA,LAPPEENRANTA,LPR,,20110228,1,FI1C5,Etelä-Karjala,Södra Karelen,405,Lappeenranta,Villmanstrand,1
PONOT,20200622,54300,LAPPEENRANTA,LAPPEENRANTA,LPR,,20110228,1,FI1C5,Etelä-Karjala,Södra Karelen,405,Lappeenranta,Villmanstrand,1
PONOT,20200622,54260,LAPPEENRANTA,LAPPEENRANTA,LPR,,20110228,1,FI1C5,Etelä-Karjala,Södra Karelen,405,Lappeenranta,Villmanstrand,1
PONOT,20200622,50200,MIKKELI,MIKKELI,MLI,,20110228,1,FI1D1,Etelä-Savo,Södra Savolax,491,Mikkeli,S:t Michel,1
PONOT,20200622,50300,MIKKELI,MIKKELI,MLI,,20110228,1,FI1D1,Etelä-Savo,Södra Savolax,491,Mikkeli,S:t Michel,1
PONOT,20200622,50700,MIKKELI,MIKKELI,MLI,,20110228,1,FI1D1,Etelä-Savo,Södra Savolax,491,Mikkeli,S:t Michel,1
PONOT,20200622,50800,MIKKELI,MIKKELI,MLI,,20110228,1,FI1D1,Etelä-Savo,Södra Savolax,491,Mikkeli,S:t Michel,1
PONOT,20200622,00071,OSTOLASKUT,OSTOLASKUT,,,20110805,3,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,091,Helsinki,Helsingfors,2
PONOT,20200622,45725,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170429,6,FI1C4,Kymenlaakso,Kymmenedalen,286,Kouvola,Kouvola,1
PONOT,20200622,87800,KAJAANI,KAJAANI,,,20120201,1,FI1D4,Kainuu,Kajanaland,205,Kajaani,Kajana,1
PONOT,20200622,01155,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,753,Sipoo,Sibbo,2
PONOT,20200622,07905,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170426,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,434,Loviisa,Lovisa,2
PONOT,20200622,65285,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170505,6,FI195,Pohjanmaa,Österbotten,905,Vaasa,Vasa,2
PONOT,20200622,85505,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170505,6,FI1D6,Pohjois-Pohjanmaa,Norra Österbotten,535,Nivala,Nivala,1
PONOT,20200622,64705,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170505,6,FI194,Etelä-Pohjanmaa,Södra Österbotten,846,Teuva,Östermark,1
PONOT,20200622,02665,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,049,Espoo,Esbo,2
PONOT,20200622,02365,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,049,Espoo,Esbo,2
PONOT,20200622,01205,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170425,6,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,092,Vantaa,Vanda,2
PONOT,20200622,31405,PAKETTIAUTOMAATTI,PAKETTIAUTOMAATTI,,,20170428,6,FI1C1,Varsinais-Suomi,Egentliga Finland,761,Somero,Somero,1
PONOT,20200622,15102,LAHTI,LAHTI,,,20130920,8,FI1C3,Päijät-Häme,Päijänne-Tavastland,398,Lahti,Lahtis,1
PONOT,20200622,30102,FORSSA,FORSSA,,,20130920,8,FI1C2,Kanta-Häme,Egentliga Tavastland,061,Forssa,Forssa,1
PONOT,20200622,55102,IMATRA,IMATRA,,,20130920,8,FI1C5,Etelä-Karjala,Södra Karelen,153,Imatra,Imatra,1
PONOT,20200622,57102,SAVONLINNA,SAVONLINNA,,,20130920,8,FI1D1,Etelä-Savo,Södra Savolax,740,Savonlinna,Nyslott,1
